11.5177 7.1129 10.6632 13.9004 13.6516 -5.5747 -3.1645 -4.1937
6.1300 4.5702 4.8884 7.6120 6.1474 -2.8805 -3.1023 -2.5735
-1.8354 1.1138 0.3302 0.1357 -2.8185 0.7890 -2.1083 0.0749
-2.2850 0.8204 0.4957 -0.5266 -3.0803 1.3181 -1.4953 0.5123
4.9877 3.8554 5.4145 6.4531 5.6265 -2.0150 -1.9245 -1.7506
12.8780 7.0459 10.1582 14.0930 14.9252 -5.9933 -2.7150 -4.4613
44.1322 21.2897 36.6578 46.0985 54.2710 -19.6793 -3.7673 -13.5031
1.3004 0.2287 -0.4951 0.6712 1.0632 -0.7065 -0.2173 -0.5424
23.1021 12.3902 21.6064 25.7217 28.7549 -10.2096 -2.8055 -7.1326
9.6506 6.4844 11.3721 12.3709 12.2644 -4.1852 -2.1423 -3.0849
16.0701 10.1706 16.3609 19.3008 19.4568 -6.9645 -3.6433 -5.2604
6.2230 3.8522 4.9941 6.8853 6.8457 -2.6277 -1.7165 -2.1386
13.7363 7.2849 9.5353 13.9528 15.7551 -6.0571 -2.5686 -5.0031
0.9843 -0.5882 -1.8555 1.6213 1.8644 -0.7404 -0.3916 -0.8997
6.0059 3.7945 5.0440 6.8339 6.8879 -2.6593 -1.6996 -2.2917
10.1364 6.4575 10.9810 12.0096 12.9659 -4.1100 -1.6863 -3.3953
-2.1596 0.7173 0.4634 -0.6295 -2.8885 1.3378 -1.2580 0.5603
-0.7609 1.2123 -0.1401 0.2462 -1.9793 0.5709 -1.8829 -0.1243
13.0432 7.7258 9.8838 14.4822 14.3799 -5.9907 -3.7309 -4.7408
8.0293 4.8704 4.0331 8.1057 7.6823 -3.5208 -3.0665 -3.2356
12.9402 7.5070 9.9205 14.0337 14.4064 -5.6798 -3.2069 -4.4679
11.0597 8.1446 10.2223 13.0583 11.7341 -4.1053 -4.0327 -3.7474
21.8723 12.4353 21.8885 24.7740 27.3014 -9.0792 -2.7336 -6.4661
4.3079 4.0924 5.5072 6.2476 4.8798 -1.6639 -2.3130 -1.7607
18.2991 10.1121 15.6460 20.1861 21.7300 -8.1868 -3.2965 -6.0142
13.6806 7.3609 9.8343 14.7597 15.4532 -6.5643 -3.2301 -4.9459
19.5202 10.5228 15.1250 20.9327 22.5494 -8.8548 -3.7991 -6.6006
